XGCSWGS84,YGCSWGS84,Cluster_DBSCAN,geometry
13.44770181,52.52660466,1,POINT (13.44770181 52.52660466)
13.41281526,52.51963624,1,POINT (13.41281526 52.51963624)
13.34759416,52.4763484,1,POINT (13.34759416 52.4763484)
13.29657635,52.49057266,1,POINT (13.29657635 52.49057266)
13.55033405,52.50929747,1,POINT (13.55033405 52.50929747)
13.41378273,52.55089135,1,POINT (13.41378273 52.55089135)
13.42937668,52.51822623,1,POINT (13.42937668 52.51822623)
13.34629765,52.57978033,1,POINT (13.34629765 52.57978033)
13.39012314,52.5172302,1,POINT (13.39012314 52.5172302)
13.41948943,52.52508164,1,POINT (13.41948943 52.52508164)
13.46712956,52.51440133,1,POINT (13.46712956 52.51440133)
13.38586278,52.48685302,1,POINT (13.38586278 52.48685302)
13.39322736,52.42885889,1,POINT (13.39322736 52.42885889)
13.30195013,52.48648571,1,POINT (13.30195013 52.48648571)
13.44629215,52.52749131,1,POINT (13.44629215 52.52749131)
13.36745043,52.51556566,1,POINT (13.36745043 52.51556566)
13.09811869,52.41351487,1,POINT (13.09811869 52.41351487)
13.42673811,52.51908028,1,POINT (13.42673811 52.51908028)
13.42399878,52.52824308,1,POINT (13.42399878 52.52824308)
13.38619495,52.44312479,1,POINT (13.38619495 52.44312479)
13.38931769,52.49727375,1,POINT (13.38931769 52.49727375)
13.366144,52.41697847,1,POINT (13.366144 52.41697847)
13.29022739,52.51045446,1,POINT (13.29022739 52.51045446)
13.30138013,52.5111523,1,POINT (13.30138013 52.5111523)
13.51444826,52.45324864,1,POINT (13.51444826 52.45324864)
13.43922928,52.51721903,1,POINT (13.43922928 52.51721903)
13.39165686,52.43099222,1,POINT (13.39165686 52.43099222)
13.19302917,52.51383709,1,POINT (13.19302917 52.51383709)
13.3371733,52.47845959,1,POINT (13.3371733 52.47845959)
13.37302341,52.50913068,1,POINT (13.37302341 52.50913068)
13.41059801,52.52313796,1,POINT (13.41059801 52.52313796)
13.37359553,52.47034487,1,POINT (13.37359553 52.47034487)
13.42404098,52.52827909,1,POINT (13.42404098 52.52827909)
13.3855147,52.47011033,1,POINT (13.3855147 52.47011033)
13.2837178,52.50732701,1,POINT (13.2837178 52.50732701)
13.36994344,52.5401113,1,POINT (13.36994344 52.5401113)
13.35572228,52.51481718,1,POINT (13.35572228 52.51481718)
13.41689086,52.52219727,1,POINT (13.41689086 52.52219727)
13.32493104,52.60666206,1,POINT (13.32493104 52.60666206)
13.293435,52.53630915,1,POINT (13.293435 52.53630915)
13.47727119,52.51338498,1,POINT (13.47727119 52.51338498)
13.30476301,52.48434456,1,POINT (13.30476301 52.48434456)
13.41816661,52.52336426,1,POINT (13.41816661 52.52336426)
13.42854029,52.57060472,1,POINT (13.42854029 52.57060472)
13.3891393,52.49803631,1,POINT (13.3891393 52.49803631)
13.26146539,52.50869877,1,POINT (13.26146539 52.50869877)
13.30353898,52.51148197,1,POINT (13.30353898 52.51148197)
13.15829103,52.50196642,1,POINT (13.15829103 52.50196642)
13.51395697,52.51001195,1,POINT (13.51395697 52.51001195)
13.42112339,52.52642718,1,POINT (13.42112339 52.52642718)
13.49642143,52.46579047,1,POINT (13.49642143 52.46579047)
13.46522447,52.48658905,1,POINT (13.46522447 52.48658905)
13.41329912,52.54803466,1,POINT (13.41329912 52.54803466)
13.28169716,52.50991941,1,POINT (13.28169716 52.50991941)
13.42400643,52.53910128,1,POINT (13.42400643 52.53910128)
13.4003009,52.5698242,1,POINT (13.4003009 52.5698242)
13.36836442,52.506338,1,POINT (13.36836442 52.506338)
13.41372528,52.55057197,1,POINT (13.41372528 52.55057197)
13.30675603,52.47926121,1,POINT (13.30675603 52.47926121)
13.51003015,52.4564328,1,POINT (13.51003015 52.4564328)
13.36549219,52.55801691,1,POINT (13.36549219 52.55801691)
13.46757327,52.51450732,1,POINT (13.46757327 52.51450732)
13.32486386,52.51288035,1,POINT (13.32486386 52.51288035)
13.36835116,52.54111769,1,POINT (13.36835116 52.54111769)
13.41382892,52.55113277,1,POINT (13.41382892 52.55113277)
13.35723023,52.48694773,1,POINT (13.35723023 52.48694773)
13.31884366,52.51248743,1,POINT (13.31884366 52.51248743)
13.3250976,52.51274599,1,POINT (13.3250976 52.51274599)
