XGCSWGS84,YGCSWGS84,Cluster_DBSCAN,geometry
13.37029126,52.5446719,19,POINT (13.37029126 52.5446719)
13.46456891,52.47013313,19,POINT (13.46456891 52.47013313)
13.40390436,52.49845116,19,POINT (13.40390436 52.49845116)
13.34570041,52.49424169,19,POINT (13.34570041 52.49424169)
13.34150886,52.48378965,19,POINT (13.34150886 52.48378965)
13.53463432,52.40932286,19,POINT (13.53463432 52.40932286)
13.41843042,52.51819028,19,POINT (13.41843042 52.51819028)
13.29996435,52.52290907,19,POINT (13.29996435 52.52290907)
13.47075664,52.60154807,19,POINT (13.47075664 52.60154807)
13.43492617,52.46678665,19,POINT (13.43492617 52.46678665)
13.50061143,52.56152043,19,POINT (13.50061143 52.56152043)
13.56773041,52.51311231,19,POINT (13.56773041 52.51311231)
13.37583982,52.50683147,19,POINT (13.37583982 52.50683147)
13.4541969,52.51219019,19,POINT (13.4541969 52.51219019)
13.41584988,52.52021187,19,POINT (13.41584988 52.52021187)
13.36633471,52.44942425,19,POINT (13.36633471 52.44942425)
13.40975836,52.38723344,19,POINT (13.40975836 52.38723344)
13.38963874,52.55397088,19,POINT (13.38963874 52.55397088)
13.4476178,52.55325281,19,POINT (13.4476178 52.55325281)
13.41469643,52.53838368,19,POINT (13.41469643 52.53838368)
13.3185742,52.46360495,19,POINT (13.3185742 52.46360495)
13.35750833,52.53600714,19,POINT (13.35750833 52.53600714)
13.37062311,52.46887627,19,POINT (13.37062311 52.46887627)
13.50190074,52.49832523,19,POINT (13.50190074 52.49832523)
13.44243736,52.50081324,19,POINT (13.44243736 52.50081324)
13.47796711,52.51471778,19,POINT (13.47796711 52.51471778)
13.38280756,52.49150836,19,POINT (13.38280756 52.49150836)
13.29299561,52.46757065,19,POINT (13.29299561 52.46757065)
13.43755726,52.50029483,19,POINT (13.43755726 52.50029483)
13.38869191,52.50074443,19,POINT (13.38869191 52.50074443)
13.41559325,52.52723848,19,POINT (13.41559325 52.52723848)
13.30004711,52.50966281,19,POINT (13.30004711 52.50966281)
13.33441557,52.50853981,19,POINT (13.33441557 52.50853981)
13.28522602,52.47947682,19,POINT (13.28522602 52.47947682)
13.64099615,52.52799747,19,POINT (13.64099615 52.52799747)
13.50412611,52.4119287,19,POINT (13.50412611 52.4119287)
13.40674944,52.4949749,19,POINT (13.40674944 52.4949749)
13.38201109,52.48219683,19,POINT (13.38201109 52.48219683)
13.41603736,52.49562195,19,POINT (13.41603736 52.49562195)
13.3110435,52.62224909,19,POINT (13.3110435 52.62224909)
13.32972453,52.47070666,19,POINT (13.32972453 52.47070666)
13.4180095,52.51807955,19,POINT (13.4180095 52.51807955)
13.40326686,52.52988743,19,POINT (13.40326686 52.52988743)
13.444473,52.53411992,19,POINT (13.444473 52.53411992)
13.37784163,52.47243975,19,POINT (13.37784163 52.47243975)
13.43310207,52.45243317,19,POINT (13.43310207 52.45243317)
13.35343562,52.49258903,19,POINT (13.35343562 52.49258903)
13.39611358,52.53813003,19,POINT (13.39611358 52.53813003)
13.57146402,52.43507669,19,POINT (13.57146402 52.43507669)
13.24917148,52.52406388,19,POINT (13.24917148 52.52406388)
13.51967337,52.42814202,19,POINT (13.51967337 52.42814202)
13.15721426,52.53442333,19,POINT (13.15721426 52.53442333)
13.34591837,52.54470494,19,POINT (13.34591837 52.54470494)
13.39804374,52.5849217,19,POINT (13.39804374 52.5849217)
13.52185558,52.52589994,19,POINT (13.52185558 52.52589994)
13.5049104,52.59659277,19,POINT (13.5049104 52.59659277)
13.36272316,52.49783225,19,POINT (13.36272316 52.49783225)
13.3683693,52.5743733,19,POINT (13.3683693 52.5743733)
13.50531433,52.43718226,19,POINT (13.50531433 52.43718226)
13.37827715,52.45189038,19,POINT (13.37827715 52.45189038)
13.36464005,52.56271339,19,POINT (13.36464005 52.56271339)
13.41041964,52.52778147,19,POINT (13.41041964 52.52778147)
13.41689311,52.4979268,19,POINT (13.41689311 52.4979268)
13.55830919,52.4546948,19,POINT (13.55830919 52.4546948)
13.43571061,52.42461461,19,POINT (13.43571061 52.42461461)
13.33439888,52.47056271,19,POINT (13.33439888 52.47056271)
13.29621356,52.51933057,19,POINT (13.29621356 52.51933057)
13.4094144,52.45461308,19,POINT (13.4094144 52.45461308)
13.49525835,52.43774512,19,POINT (13.49525835 52.43774512)
13.68942723,52.42426934,19,POINT (13.68942723 52.42426934)
13.43029253,52.50187611,19,POINT (13.43029253 52.50187611)
13.3326199,52.46908675,19,POINT (13.3326199 52.46908675)
13.42776656,52.4810835,19,POINT (13.42776656 52.4810835)
13.28954684,52.58260164,19,POINT (13.28954684 52.58260164)
13.46330465,52.50827162,19,POINT (13.46330465 52.50827162)
13.1968867,52.53140041,19,POINT (13.1968867 52.53140041)
13.26935384,52.57588302,19,POINT (13.26935384 52.57588302)
13.46697106,52.6149677,19,POINT (13.46697106 52.6149677)
13.38158836,52.46134759,19,POINT (13.38158836 52.46134759)
13.22702156,52.62592417,19,POINT (13.22702156 52.62592417)
13.49590637,52.48798629,19,POINT (13.49590637 52.48798629)
13.54191485,52.52578336,19,POINT (13.54191485 52.52578336)
13.3893148,52.51399763,19,POINT (13.3893148 52.51399763)
13.28827095,52.51306073,19,POINT (13.28827095 52.51306073)
13.42544065,52.49957589,19,POINT (13.42544065 52.49957589)
13.57746689,52.44428549,19,POINT (13.57746689 52.44428549)
13.36375106,52.50820325,19,POINT (13.36375106 52.50820325)
13.56934748,52.44279388,19,POINT (13.56934748 52.44279388)
13.33929739,52.46034598,19,POINT (13.33929739 52.46034598)
13.31951008,52.45298208,19,POINT (13.31951008 52.45298208)
13.40205103,52.42628141,19,POINT (13.40205103 52.42628141)
13.3247811,52.52155602,19,POINT (13.3247811 52.52155602)
13.18838996,52.53432225,19,POINT (13.18838996 52.53432225)
13.49786408,52.43371521,19,POINT (13.49786408 52.43371521)
13.35593944,52.59810261,19,POINT (13.35593944 52.59810261)
13.34374973,52.54633097,19,POINT (13.34374973 52.54633097)
13.31841843,52.53110151,19,POINT (13.31841843 52.53110151)
13.23996352,52.44282996,19,POINT (13.23996352 52.44282996)
13.51962436,52.50599538,19,POINT (13.51962436 52.50599538)
13.43122707,52.46766177,19,POINT (13.43122707 52.46766177)
13.40692279,52.58639067,19,POINT (13.40692279 52.58639067)
13.20418259,52.54053858,19,POINT (13.20418259 52.54053858)
13.4495393,52.53719904,19,POINT (13.4495393 52.53719904)
13.54352114,52.53429075,19,POINT (13.54352114 52.53429075)
13.27493554,52.59791352,19,POINT (13.27493554 52.59791352)
13.34747594,52.57265399,19,POINT (13.34747594 52.57265399)
13.57421721,52.466658,19,POINT (13.57421721 52.466658)
13.29862529,52.44120947,19,POINT (13.29862529 52.44120947)
13.32634281,52.5325689,19,POINT (13.32634281 52.5325689)
13.53648079,52.49201861,19,POINT (13.53648079 52.49201861)
13.44910754,52.47354553,19,POINT (13.44910754 52.47354553)
13.42702546,52.5521382,19,POINT (13.42702546 52.5521382)
13.41371658,52.52010637,19,POINT (13.41371658 52.52010637)
13.33759781,52.46030795,19,POINT (13.33759781 52.46030795)
13.3334416,52.56411183,19,POINT (13.3334416 52.56411183)
13.39025983,52.50859157,19,POINT (13.39025983 52.50859157)
13.49077286,52.54320666,19,POINT (13.49077286 52.54320666)
13.47995153,52.51700378,19,POINT (13.47995153 52.51700378)
13.41905203,52.51032642,19,POINT (13.41905203 52.51032642)
13.42791251,52.49264413,19,POINT (13.42791251 52.49264413)
13.35222381,52.54243984,19,POINT (13.35222381 52.54243984)
13.3897178,52.43430441,19,POINT (13.3897178 52.43430441)
13.4668586,52.52403485,19,POINT (13.4668586 52.52403485)
13.2382081,52.5424054,19,POINT (13.2382081 52.5424054)
13.5258527,52.48298027,19,POINT (13.5258527 52.48298027)
13.40252144,52.53850779,19,POINT (13.40252144 52.53850779)
13.18031216,52.53402122,19,POINT (13.18031216 52.53402122)
13.32689172,52.51980891,19,POINT (13.32689172 52.51980891)
13.31794335,52.50874808,19,POINT (13.31794335 52.50874808)
13.45406362,52.44058548,19,POINT (13.45406362 52.44058548)
13.41533774,52.54383108,19,POINT (13.41533774 52.54383108)
13.28125141,52.49948537,19,POINT (13.28125141 52.49948537)
13.60015553,52.47471568,19,POINT (13.60015553 52.47471568)
13.30924836,52.43887437,19,POINT (13.30924836 52.43887437)
13.43007684,52.50346465,19,POINT (13.43007684 52.50346465)
13.57715398,52.45577316,19,POINT (13.57715398 52.45577316)
13.50146856,52.5490916,19,POINT (13.50146856 52.5490916)
13.28310241,52.59411675,19,POINT (13.28310241 52.59411675)
13.39821256,52.50699481,19,POINT (13.39821256 52.50699481)
13.3695072,52.58947351,19,POINT (13.3695072 52.58947351)
13.46722867,52.55994897,19,POINT (13.46722867 52.55994897)
13.49065033,52.53789305,19,POINT (13.49065033 52.53789305)
13.61333463,52.49919828,19,POINT (13.61333463 52.49919828)
13.57449423,52.41393297,19,POINT (13.57449423 52.41393297)
13.60132947,52.53576678,19,POINT (13.60132947 52.53576678)
13.31395174,52.48094769,19,POINT (13.31395174 52.48094769)
13.38555937,52.46858782,19,POINT (13.38555937 52.46858782)
13.25881938,52.521816,19,POINT (13.25881938 52.521816)
13.36683917,52.55215073,19,POINT (13.36683917 52.55215073)
13.37930402,52.49221491,19,POINT (13.37930402 52.49221491)
13.37872218,52.57621519,19,POINT (13.37872218 52.57621519)
13.34331487,52.53101824,19,POINT (13.34331487 52.53101824)
13.25044101,52.41779918,19,POINT (13.25044101 52.41779918)
13.19613899,52.52102497,19,POINT (13.19613899 52.52102497)
13.25418652,52.44406802,19,POINT (13.25418652 52.44406802)
13.36640183,52.56811198,19,POINT (13.36640183 52.56811198)
13.39357227,52.53390088,19,POINT (13.39357227 52.53390088)
13.43855805,52.45259326,19,POINT (13.43855805 52.45259326)
13.49936589,52.5197068,19,POINT (13.49936589 52.5197068)
13.40069977,52.5042589,19,POINT (13.40069977 52.5042589)
13.44315789,52.46988629,19,POINT (13.44315789 52.46988629)
13.38440884,52.52056364,19,POINT (13.38440884 52.52056364)
13.34108723,52.47614841,19,POINT (13.34108723 52.47614841)
13.3514552,52.50974403,19,POINT (13.3514552 52.50974403)
13.36617106,52.52395694,19,POINT (13.36617106 52.52395694)
13.23876751,52.59894925,19,POINT (13.23876751 52.59894925)
13.43750706,52.59447897,19,POINT (13.43750706 52.59447897)
13.6008478,52.47865439,19,POINT (13.6008478 52.47865439)
13.39275009,52.49196761,19,POINT (13.39275009 52.49196761)
13.44491884,52.47924548,19,POINT (13.44491884 52.47924548)
13.31677723,52.50113239,19,POINT (13.31677723 52.50113239)
13.32088501,52.45681926,19,POINT (13.32088501 52.45681926)
13.2718515,52.53699085,19,POINT (13.2718515 52.53699085)
13.43638039,52.55193785,19,POINT (13.43638039 52.55193785)
13.4233758,52.50917614,19,POINT (13.4233758 52.50917614)
13.20077124,52.5384696,19,POINT (13.20077124 52.5384696)
13.34729472,52.41210305,19,POINT (13.34729472 52.41210305)
13.43534866,52.53043002,19,POINT (13.43534866 52.53043002)
13.26144041,52.43691838,19,POINT (13.26144041 52.43691838)
13.33066457,52.42066589,19,POINT (13.33066457 52.42066589)
13.26568351,52.4165954,19,POINT (13.26568351 52.4165954)
13.20212802,52.53139585,19,POINT (13.20212802 52.53139585)
13.32763822,52.56397146,19,POINT (13.32763822 52.56397146)
13.34336008,52.53184293,19,POINT (13.34336008 52.53184293)
13.39518751,52.53920848,19,POINT (13.39518751 52.53920848)
13.50144697,52.54683894,19,POINT (13.50144697 52.54683894)
13.2564454,52.48626479,19,POINT (13.2564454 52.48626479)
13.24988361,52.42086187,19,POINT (13.24988361 52.42086187)
13.30585381,52.62062367,19,POINT (13.30585381 52.62062367)
13.2656268,52.44221351,19,POINT (13.2656268 52.44221351)
13.32810927,52.56947266,19,POINT (13.32810927 52.56947266)
13.29204415,52.57552453,19,POINT (13.29204415 52.57552453)
13.4916345,52.50325193,19,POINT (13.4916345 52.50325193)
13.32489376,52.50236116,19,POINT (13.32489376 52.50236116)
13.19467924,52.5194343,19,POINT (13.19467924 52.5194343)
13.27563757,52.5015363,19,POINT (13.27563757 52.5015363)
13.36900812,52.42934156,19,POINT (13.36900812 52.42934156)
13.38288763,52.53070044,19,POINT (13.38288763 52.53070044)
13.30853815,52.49006802,19,POINT (13.30853815 52.49006802)
13.47144084,52.5074043,19,POINT (13.47144084 52.5074043)
13.18337615,52.54181075,19,POINT (13.18337615 52.54181075)
13.32539161,52.46165732,19,POINT (13.32539161 52.46165732)
13.35213455,52.50553697,19,POINT (13.35213455 52.50553697)
13.34360991,52.55864455,19,POINT (13.34360991 52.55864455)
13.37663168,52.58735273,19,POINT (13.37663168 52.58735273)
13.21122534,52.56839722,19,POINT (13.21122534 52.56839722)
13.39838621,52.50705383,19,POINT (13.39838621 52.50705383)
13.51956023,52.42830368,19,POINT (13.51956023 52.42830368)
13.3799712,52.55274654,19,POINT (13.3799712 52.55274654)
13.45211721,52.55766696,19,POINT (13.45211721 52.55766696)
13.37631231,52.45887653,19,POINT (13.37631231 52.45887653)
13.3258853,52.50569066,19,POINT (13.3258853 52.50569066)
13.43468248,52.46200791,19,POINT (13.43468248 52.46200791)
13.35688645,52.52361977,19,POINT (13.35688645 52.52361977)
13.60771635,52.51802513,19,POINT (13.60771635 52.51802513)
13.39115942,52.53620324,19,POINT (13.39115942 52.53620324)
13.42863139,52.48124078,19,POINT (13.42863139 52.48124078)
13.59315218,52.43263633,19,POINT (13.59315218 52.43263633)
13.33128919,52.5137576,19,POINT (13.33128919 52.5137576)
13.35015599,52.4142861,19,POINT (13.35015599 52.4142861)
13.28507244,52.51872042,19,POINT (13.28507244 52.51872042)
13.37548703,52.48932046,19,POINT (13.37548703 52.48932046)
13.40315298,52.5319511,19,POINT (13.40315298 52.5319511)
13.37277726,52.54826257,19,POINT (13.37277726 52.54826257)
13.52614407,52.42377861,19,POINT (13.52614407 52.42377861)
13.31751052,52.50609942,19,POINT (13.31751052 52.50609942)
13.44229416,52.54660981,19,POINT (13.44229416 52.54660981)
13.42895511,52.48739254,19,POINT (13.42895511 52.48739254)
13.46711005,52.55996118,19,POINT (13.46711005 52.55996118)
13.35596272,52.49458867,19,POINT (13.35596272 52.49458867)
13.44151052,52.55150402,19,POINT (13.44151052 52.55150402)
13.28210007,52.43291894,19,POINT (13.28210007 52.43291894)
13.21755008,52.56041136,19,POINT (13.21755008 52.56041136)
13.44882219,52.47862147,19,POINT (13.44882219 52.47862147)
13.38233496,52.4898479,19,POINT (13.38233496 52.4898479)
13.24654082,52.54424346,19,POINT (13.24654082 52.54424346)
13.37424825,52.52794636,19,POINT (13.37424825 52.52794636)
13.57686079,52.49538294,19,POINT (13.57686079 52.49538294)
13.52656109,52.48587731,19,POINT (13.52656109 52.48587731)
13.60557939,52.48779505,19,POINT (13.60557939 52.48779505)
13.20890583,52.56443708,19,POINT (13.20890583 52.56443708)
13.33869555,52.60131103,19,POINT (13.33869555 52.60131103)
13.46921357,52.53142218,19,POINT (13.46921357 52.53142218)
13.33793981,52.51380328,19,POINT (13.33793981 52.51380328)
13.40630309,52.3984869,19,POINT (13.40630309 52.3984869)
13.4089217,52.57109431,19,POINT (13.4089217 52.57109431)
13.4029103,52.49391374,19,POINT (13.4029103 52.49391374)
13.31299729,52.580582,19,POINT (13.31299729 52.580582)
13.37835988,52.4779259,19,POINT (13.37835988 52.4779259)
13.35076173,52.51159339,19,POINT (13.35076173 52.51159339)
13.3284541,52.46481555,19,POINT (13.3284541 52.46481555)
13.49619358,52.41575595,19,POINT (13.49619358 52.41575595)
13.33900754,52.49227958,19,POINT (13.33900754 52.49227958)
13.33977132,52.58800966,19,POINT (13.33977132 52.58800966)
13.34793064,52.59624997,19,POINT (13.34793064 52.59624997)
13.55532437,52.49788471,19,POINT (13.55532437 52.49788471)
13.42864374,52.58160381,19,POINT (13.42864374 52.58160381)
13.37521828,52.51002589,19,POINT (13.37521828 52.51002589)
13.38741501,52.52537015,19,POINT (13.38741501 52.52537015)
13.53996717,52.52594026,19,POINT (13.53996717 52.52594026)
13.32262571,52.48635813,19,POINT (13.32262571 52.48635813)
13.37065665,52.49994881,19,POINT (13.37065665 52.49994881)
13.30556847,52.51343484,19,POINT (13.30556847 52.51343484)
13.41843754,52.55352364,19,POINT (13.41843754 52.55352364)
13.15490305,52.52172806,19,POINT (13.15490305 52.52172806)
13.41982446,52.4900086,19,POINT (13.41982446 52.4900086)
13.58800135,52.52472985,19,POINT (13.58800135 52.52472985)
13.30648631,52.55506387,19,POINT (13.30648631 52.55506387)
13.5259586,52.49354181,19,POINT (13.5259586 52.49354181)
13.41575015,52.52669601,19,POINT (13.41575015 52.52669601)
13.40522193,52.50518471,19,POINT (13.40522193 52.50518471)
13.40230617,52.60288195,19,POINT (13.40230617 52.60288195)
13.39872861,52.48888827,19,POINT (13.39872861 52.48888827)
13.32277329,52.48905427,19,POINT (13.32277329 52.48905427)
13.31194995,52.5005839,19,POINT (13.31194995 52.5005839)
13.57340519,52.44447314,19,POINT (13.57340519 52.44447314)
13.32840778,52.46799538,19,POINT (13.32840778 52.46799538)
13.23136468,52.52776608,19,POINT (13.23136468 52.52776608)
13.32759181,52.46898617,19,POINT (13.32759181 52.46898617)
13.49454523,52.50370281,19,POINT (13.49454523 52.50370281)
13.46090696,52.52979387,19,POINT (13.46090696 52.52979387)
13.49596362,52.56688714,19,POINT (13.49596362 52.56688714)
13.61713198,52.45529527,19,POINT (13.61713198 52.45529527)
13.4226733,52.54462579,19,POINT (13.4226733 52.54462579)
13.24546037,52.43995315,19,POINT (13.24546037 52.43995315)
13.42516805,52.52793658,19,POINT (13.42516805 52.52793658)
13.43016375,52.51014742,19,POINT (13.43016375 52.51014742)
13.29790186,52.57816371,19,POINT (13.29790186 52.57816371)
13.47024125,52.51546653,19,POINT (13.47024125 52.51546653)
13.44453396,52.50101456,19,POINT (13.44453396 52.50101456)
13.42146291,52.57540365,19,POINT (13.42146291 52.57540365)
13.35448179,52.50965998,19,POINT (13.35448179 52.50965998)
13.23081082,52.60928671,19,POINT (13.23081082 52.60928671)
13.50876968,52.45258754,19,POINT (13.50876968 52.45258754)
13.57651383,52.56136827,19,POINT (13.57651383 52.56136827)
13.45400698,52.46917988,19,POINT (13.45400698 52.46917988)
13.22951739,52.58518819,19,POINT (13.22951739 52.58518819)
13.50823433,52.45036533,19,POINT (13.50823433 52.45036533)
13.46617916,52.49690104,19,POINT (13.46617916 52.49690104)
13.26162557,52.54307195,19,POINT (13.26162557 52.54307195)
13.42697817,52.51179815,19,POINT (13.42697817 52.51179815)
13.37124558,52.51113329,19,POINT (13.37124558 52.51113329)
13.51258984,52.55523452,19,POINT (13.51258984 52.55523452)
13.19633567,52.54621543,19,POINT (13.19633567 52.54621543)
13.30676584,52.50088937,19,POINT (13.30676584 52.50088937)
13.37191099,52.44671015,19,POINT (13.37191099 52.44671015)
13.34112498,52.46393045,19,POINT (13.34112498 52.46393045)
13.20648583,52.53482747,19,POINT (13.20648583 52.53482747)
13.35972397,52.54901359,19,POINT (13.35972397 52.54901359)
13.19910717,52.53485045,19,POINT (13.19910717 52.53485045)
13.22343621,52.53728957,19,POINT (13.22343621 52.53728957)
13.37212253,52.46978651,19,POINT (13.37212253 52.46978651)
13.12699349,52.47709702,19,POINT (13.12699349 52.47709702)
13.44068363,52.51726667,19,POINT (13.44068363 52.51726667)
13.27481849,52.54160266,19,POINT (13.27481849 52.54160266)
13.41528057,52.52069116,19,POINT (13.41528057 52.52069116)
13.39404133,52.53219998,19,POINT (13.39404133 52.53219998)
13.38135083,52.55587991,19,POINT (13.38135083 52.55587991)
13.31450832,52.5102324,19,POINT (13.31450832 52.5102324)
13.34186901,52.45876757,19,POINT (13.34186901 52.45876757)
13.33969775,52.52575245,19,POINT (13.33969775 52.52575245)
13.51207124,52.56806128,19,POINT (13.51207124 52.56806128)
13.16507664,52.53346812,19,POINT (13.16507664 52.53346812)
13.32879283,52.4362224,19,POINT (13.32879283 52.4362224)
13.3461758,52.52497162,19,POINT (13.3461758 52.52497162)
13.47970098,52.49851325,19,POINT (13.47970098 52.49851325)
13.34455219,52.53838557,19,POINT (13.34455219 52.53838557)
13.32867628,52.46525364,19,POINT (13.32867628 52.46525364)
13.43271399,52.47838373,19,POINT (13.43271399 52.47838373)
13.42698784,52.55221322,19,POINT (13.42698784 52.55221322)
13.5442028,52.54090155,19,POINT (13.5442028 52.54090155)
13.42676176,52.47616765,19,POINT (13.42676176 52.47616765)
13.44652182,52.49863144,19,POINT (13.44652182 52.49863144)
13.37674395,52.49145671,19,POINT (13.37674395 52.49145671)
13.25036554,52.4534248,19,POINT (13.25036554 52.4534248)
13.39166439,52.54375679,19,POINT (13.39166439 52.54375679)
13.38541989,52.46712305,19,POINT (13.38541989 52.46712305)
13.43329512,52.52916081,19,POINT (13.43329512 52.52916081)
13.35559463,52.4599013,19,POINT (13.35559463 52.4599013)
13.19718182,52.54378852,19,POINT (13.19718182 52.54378852)
13.42487682,52.52811631,19,POINT (13.42487682 52.52811631)
13.17986691,52.50368412,19,POINT (13.17986691 52.50368412)
13.24307241,52.60159352,19,POINT (13.24307241 52.60159352)
13.31244133,52.42229171,19,POINT (13.31244133 52.42229171)
13.43360688,52.50505197,19,POINT (13.43360688 52.50505197)
13.53207603,52.56793956,19,POINT (13.53207603 52.56793956)
13.55306027,52.43971153,19,POINT (13.55306027 52.43971153)
13.32493327,52.60819312,19,POINT (13.32493327 52.60819312)
13.4314172,52.58059143,19,POINT (13.4314172 52.58059143)
13.39665535,52.53245813,19,POINT (13.39665535 52.53245813)
13.30702336,52.52573196,19,POINT (13.30702336 52.52573196)
13.25932942,52.43074521,19,POINT (13.25932942 52.43074521)
13.34045062,52.48828019,19,POINT (13.34045062 52.48828019)
13.31694189,52.50605143,19,POINT (13.31694189 52.50605143)
13.39183184,52.51042388,19,POINT (13.39183184 52.51042388)
13.56525965,52.54479638,19,POINT (13.56525965 52.54479638)
13.29937746,52.44051842,19,POINT (13.29937746 52.44051842)
13.44864361,52.52656031,19,POINT (13.44864361 52.52656031)
13.42996347,52.52328705,19,POINT (13.42996347 52.52328705)
13.38055083,52.57468675,19,POINT (13.38055083 52.57468675)
13.50976139,52.63993133,19,POINT (13.50976139 52.63993133)
13.45995936,52.55706221,19,POINT (13.45995936 52.55706221)
13.4165814,52.52366423,19,POINT (13.4165814 52.52366423)
13.29159149,52.51070646,19,POINT (13.29159149 52.51070646)
13.39373738,52.52860727,19,POINT (13.39373738 52.52860727)
13.54003757,52.45071207,19,POINT (13.54003757 52.45071207)
13.49196458,52.56516792,19,POINT (13.49196458 52.56516792)
13.19851571,52.54286878,19,POINT (13.19851571 52.54286878)
13.52551196,52.40763425,19,POINT (13.52551196 52.40763425)
13.25310587,52.54772432,19,POINT (13.25310587 52.54772432)
13.40937051,52.48875303,19,POINT (13.40937051 52.48875303)
13.41017043,52.43022593,19,POINT (13.41017043 52.43022593)
13.38654725,52.50551514,19,POINT (13.38654725 52.50551514)
13.44056963,52.5537598,19,POINT (13.44056963 52.5537598)
13.4493031,52.47402907,19,POINT (13.4493031 52.47402907)
13.32882712,52.50318817,19,POINT (13.32882712 52.50318817)
13.50095041,52.5665719,19,POINT (13.50095041 52.5665719)
13.39057569,52.56775902,19,POINT (13.39057569 52.56775902)
13.23279274,52.52753265,19,POINT (13.23279274 52.52753265)
13.26206266,52.43823222,19,POINT (13.26206266 52.43823222)
13.376741,52.49037611,19,POINT (13.376741 52.49037611)
13.36953774,52.4583128,19,POINT (13.36953774 52.4583128)
13.44077311,52.56831005,19,POINT (13.44077311 52.56831005)
13.25586456,52.45124572,19,POINT (13.25586456 52.45124572)
13.40505235,52.54073661,19,POINT (13.40505235 52.54073661)
13.29639301,52.52928364,19,POINT (13.29639301 52.52928364)
13.28128093,52.51278231,19,POINT (13.28128093 52.51278231)
13.2868751,52.41781621,19,POINT (13.2868751 52.41781621)
13.30974281,52.47630701,19,POINT (13.30974281 52.47630701)
13.25887265,52.54813784,19,POINT (13.25887265 52.54813784)
13.39839851,52.41954192,19,POINT (13.39839851 52.41954192)
13.37734983,52.54240726,19,POINT (13.37734983 52.54240726)
13.46709141,52.42833394,19,POINT (13.46709141 52.42833394)
13.58825234,52.53929815,19,POINT (13.58825234 52.53929815)
13.37565534,52.45533256,19,POINT (13.37565534 52.45533256)
13.25995688,52.42853503,19,POINT (13.25995688 52.42853503)
13.36289843,52.562302,19,POINT (13.36289843 52.562302)
13.53613849,52.46010582,19,POINT (13.53613849 52.46010582)
13.32204804,52.49460955,19,POINT (13.32204804 52.49460955)
13.14163113,52.45545399,19,POINT (13.14163113 52.45545399)
13.46637875,52.53225721,19,POINT (13.46637875 52.53225721)
13.40350997,52.5289559,19,POINT (13.40350997 52.5289559)
13.34653079,52.50986944,19,POINT (13.34653079 52.50986944)
13.38819885,52.50231833,19,POINT (13.38819885 52.50231833)
13.41525289,52.48798002,19,POINT (13.41525289 52.48798002)
13.51402959,52.46230523,19,POINT (13.51402959 52.46230523)
13.24035745,52.51192748,19,POINT (13.24035745 52.51192748)
13.26746626,52.40839882,19,POINT (13.26746626 52.40839882)
13.43340731,52.48211071,19,POINT (13.43340731 52.48211071)
13.40541922,52.46365833,19,POINT (13.40541922 52.46365833)
13.26138174,52.43681524,19,POINT (13.26138174 52.43681524)
13.38460171,52.5911938,19,POINT (13.38460171 52.5911938)
13.4904302,52.42785506,19,POINT (13.4904302 52.42785506)
13.49852508,52.51570604,19,POINT (13.49852508 52.51570604)
13.30057428,52.51711489,19,POINT (13.30057428 52.51711489)
13.31913878,52.45398426,19,POINT (13.31913878 52.45398426)
13.32318666,52.46451552,19,POINT (13.32318666 52.46451552)
13.32959762,52.4953082,19,POINT (13.32959762 52.4953082)
13.33123742,52.4199849,19,POINT (13.33123742 52.4199849)
13.40836716,52.58432139,19,POINT (13.40836716 52.58432139)
13.42860465,52.51953233,19,POINT (13.42860465 52.51953233)
13.34259034,52.54726187,19,POINT (13.34259034 52.54726187)
13.2293879,52.62533696,19,POINT (13.2293879 52.62533696)
13.48361787,52.47990728,19,POINT (13.48361787 52.47990728)
13.38995816,52.51000207,19,POINT (13.38995816 52.51000207)
13.28700442,52.4178505,19,POINT (13.28700442 52.4178505)
13.36727646,52.52248092,19,POINT (13.36727646 52.52248092)
13.4309516,52.45246623,19,POINT (13.4309516 52.45246623)
13.53207918,52.48411032,19,POINT (13.53207918 52.48411032)
13.45005121,52.47660923,19,POINT (13.45005121 52.47660923)
13.28128343,52.51276523,19,POINT (13.28128343 52.51276523)
13.31538244,52.50315143,19,POINT (13.31538244 52.50315143)
13.34612003,52.52497863,19,POINT (13.34612003 52.52497863)
13.56744655,52.57332265,19,POINT (13.56744655 52.57332265)
13.34606192,52.50406009,19,POINT (13.34606192 52.50406009)
13.57969199,52.41838829,19,POINT (13.57969199 52.41838829)
13.29160878,52.59594566,19,POINT (13.29160878 52.59594566)
13.34336218,52.52531865,19,POINT (13.34336218 52.52531865)
13.37508443,52.45541669,19,POINT (13.37508443 52.45541669)
13.40802238,52.51774558,19,POINT (13.40802238 52.51774558)
13.33115525,52.49316083,19,POINT (13.33115525 52.49316083)
13.50639223,52.40299901,19,POINT (13.50639223 52.40299901)
13.28663061,52.51880434,19,POINT (13.28663061 52.51880434)
13.38499511,52.54897677,19,POINT (13.38499511 52.54897677)
13.49482887,52.54543412,19,POINT (13.49482887 52.54543412)
13.30556685,52.58204412,19,POINT (13.30556685 52.58204412)
13.44158296,52.54761105,19,POINT (13.44158296 52.54761105)
13.33108107,52.49535947,19,POINT (13.33108107 52.49535947)
13.55852821,52.49390618,19,POINT (13.55852821 52.49390618)
13.34802594,52.41469375,19,POINT (13.34802594 52.41469375)
